community,size,grassroot,media_news,elite_political,top_node,top_node_in_degree
1335,2,2,0,0,4b93c79452,1
1336,2,2,0,0,851f672b91,1
1337,2,2,0,0,296963b533,1
1339,2,2,0,0,01cafd39a5,1
1340,2,2,0,0,b4816ef37f,1
1341,2,2,0,0,ba6f94cc6b,1
1342,2,2,0,0,c7835697a3,1
1343,2,2,0,0,9b6ed21043,1
1344,2,2,0,0,5cee0a7bad,1
1345,2,2,0,0,8dbcc1c663,1
1347,2,2,0,0,45e440b8c2,1
1348,2,2,0,0,fa1b165910,1
1349,2,2,0,0,f715ce35ca,1
1350,2,2,0,0,e589b4a751,1
1353,2,2,0,0,20717d0753,1
1354,2,2,0,0,1bbb70ec08,1
1355,2,2,0,0,c950d22bd3,1
1356,2,2,0,0,c29875b231,1
1357,2,2,0,0,58dd45969d,1
1358,2,2,0,0,5156fe3509,1
1360,2,2,0,0,99b976d52a,1
1361,2,2,0,0,f3875846c0,1
1362,2,2,0,0,11d4041795,1
1363,2,2,0,0,d2968d3be3,1
1365,2,2,0,0,7cbee4f53b,1
1367,2,2,0,0,683c15f3d4,1
1368,2,2,0,0,889bf6f6bb,1
1369,2,2,0,0,8500340216,1
1371,2,2,0,0,b773d01212,1
1372,2,2,0,0,6555c361d0,1
1373,2,2,0,0,fa69db54a4,1
1374,2,2,0,0,04b3fb7ea6,1
1375,2,2,0,0,908d0d0923,1
1377,2,2,0,0,966b3acf81,1
1378,2,2,0,0,df5c9ef6bf,1
1380,2,2,0,0,7ffdec2f6f,1
1381,2,2,0,0,9c2efd292c,1
1382,2,2,0,0,191440480b,1
1383,2,2,0,0,b4a1217087,1
1384,2,2,0,0,1d1fc7d929,1
1385,2,2,0,0,e77c697545,1
1386,2,2,0,0,1414c039b4,1
1387,2,2,0,0,423e550645,1
1388,2,2,0,0,29765f4d09,1
1389,2,2,0,0,16f6cef72f,1
1390,2,2,0,0,c1c9e7daf5,1
1391,2,2,0,0,f6b3eea649,1
1392,2,2,0,0,514e5b435e,1
1393,2,2,0,0,051d04b28c,1
1394,2,2,0,0,1aa7d0604c,1
1396,2,2,0,0,56b381e0dc,1
1397,2,2,0,0,29273b84c4,1
1398,2,2,0,0,e464efa867,1
1400,2,2,0,0,d749a1fefa,1
1401,2,2,0,0,9704747378,1
1402,2,2,0,0,b25952d8e9,1
1403,2,2,0,0,e36ef72b68,1
1404,2,2,0,0,1d4faef6d6,1
1405,2,2,0,0,88cccb9abe,1
1406,2,2,0,0,a76322b10e,1
1407,2,2,0,0,564d3f8a5f,1
1408,2,1,1,0,85ce7c70a5,1
1409,2,2,0,0,08d6e7e9ba,1
1410,2,2,0,0,fb1bd84f90,1
1411,2,2,0,0,fc9bdf9f72,1
1412,2,2,0,0,848a22a4fd,1
1413,2,2,0,0,6bd2c3916d,1
1414,2,2,0,0,dc0fed9ba5,1
1416,2,2,0,0,ec513e2c8d,1
1417,2,2,0,0,f3a4e4d7cf,1
1418,2,2,0,0,3018be5e3e,1
1419,2,2,0,0,67f0386e0b,1
1421,2,2,0,0,bf7b96f2fa,1
1422,2,2,0,0,43a162dbc6,1
1424,2,2,0,0,d4091e53ac,1
1425,2,2,0,0,896ae69751,1
1426,2,2,0,0,43d7cbb537,1
1428,2,2,0,0,1d53f67b01,1
1429,2,2,0,0,0f3b13b745,1
1430,2,2,0,0,347177c135,1
1431,2,2,0,0,03c91b453c,1
1433,2,2,0,0,13f714e3dc,1
1434,2,2,0,0,d8ea8cc472,1
1435,2,2,0,0,613d218a75,1
1436,2,2,0,0,e33e6a774e,1
1437,2,2,0,0,ccb237fb79,1
1438,2,2,0,0,0cb9b93a75,1
1440,2,2,0,0,ee28e35ba1,1
1441,2,2,0,0,ae66baf83b,1
1442,2,2,0,0,e124e47962,1
1443,2,2,0,0,1f0b19d0c8,1
1445,2,2,0,0,2ba5db91c3,1
1446,2,2,0,0,3a09efd3bf,1
1447,2,2,0,0,8725a29a95,1
1448,2,2,0,0,26c5325647,1
1450,2,2,0,0,e0c46b0074,1
1452,2,2,0,0,0a9a9def43,1
1454,2,2,0,0,9c8dbe1421,1
1455,2,2,0,0,c8bc7d120b,1
1456,2,2,0,0,b3a19b3559,1
1457,2,2,0,0,37dc4ced6f,1
1458,2,2,0,0,225c17f501,1
1459,2,2,0,0,6e3fa18827,1
1460,2,2,0,0,2ad6c2703e,1
1461,2,1,1,0,4d9f92fae8,1
1462,2,2,0,0,7f31ed8268,1
1463,2,2,0,0,945d43ae9d,1
1464,2,2,0,0,c82aea84d5,1
1465,2,2,0,0,1786eaf98e,1
1466,2,2,0,0,30c090f97f,1
1467,2,2,0,0,88f5f0e776,1
1468,2,2,0,0,595032746e,1
1469,2,2,0,0,d912cf7df3,1
1470,2,2,0,0,077d76346e,1
1472,2,2,0,0,e1aa03e7bf,1
1473,2,2,0,0,3015322f92,1
1474,2,2,0,0,8f2f8ba047,1
1475,2,2,0,0,c99073e30c,1
1477,2,2,0,0,a2deb4d299,1
1478,2,2,0,0,b1c76fe6e4,1
1479,2,2,0,0,bbc1614d33,1
1480,2,2,0,0,6f5bda1158,1
1481,2,2,0,0,a4791046fe,1
1482,2,2,0,0,0f6f1ec5b8,1
1483,2,2,0,0,dba27bdfc4,1
1484,2,2,0,0,c96bcda22b,1
1485,2,1,1,0,b65eb4ad48,1
1487,2,2,0,0,5570505af7,1
1488,2,2,0,0,6f5565ba6a,1
1489,2,2,0,0,ea3d84d447,1
1490,2,2,0,0,2bb155eab3,1
1492,2,2,0,0,ff66a5826a,1
1493,2,2,0,0,b3fd5e4a99,1
1494,2,2,0,0,a75cd17d18,1
1495,2,2,0,0,a7b2bf3ca1,1
1497,2,2,0,0,55dbead571,1
1499,2,2,0,0,a2fa3f95d8,1
1500,2,2,0,0,19d5c71a50,1
1501,2,2,0,0,5153ae7556,1
1503,2,2,0,0,0910753924,1
1504,2,2,0,0,a540dd51c1,1
1505,2,2,0,0,c3ac22fbce,1
1506,2,2,0,0,c748cea197,1
1507,2,2,0,0,9a8f5d6f5b,1
1508,2,2,0,0,2b9298e59e,1
1509,2,2,0,0,3cb3161d66,1
1510,2,2,0,0,d59fc0a842,1
1511,2,2,0,0,dcfb4a36c7,1
1512,2,2,0,0,dd109773b7,1
1513,2,2,0,0,cb54ce75f5,1
1514,2,2,0,0,0a4887c7c1,1
1515,2,2,0,0,489e280e8e,1
1517,2,2,0,0,27f6574e41,1
1518,2,2,0,0,34914e5e0a,1
1520,2,2,0,0,186c6741df,1
1521,2,2,0,0,c08b249f36,1
1522,2,2,0,0,c3c92b0ea0,1
1524,2,2,0,0,f6b496ab0a,1
1525,2,2,0,0,aa1dfab81a,1
1526,2,2,0,0,c1e8f32471,1
1527,2,2,0,0,9b0aca3380,1
1529,2,2,0,0,61c25b3b72,1
1532,2,2,0,0,fa7079a1e5,1
1533,2,2,0,0,0823ceb792,1
1534,2,2,0,0,369b21b312,1
1535,2,2,0,0,7ab8d0aabf,1
1536,2,2,0,0,9b5e30f860,1
1537,2,2,0,0,684b67fe31,1
1538,2,2,0,0,cdda0097ff,1
1539,2,2,0,0,6425bdbe3c,1
1540,2,2,0,0,0170a5ea07,1
1541,2,2,0,0,d70172b013,1
1542,2,2,0,0,6c7431aae9,1
1543,2,2,0,0,f4c09dddca,1
1544,2,2,0,0,2978d2b093,1
1545,2,2,0,0,1924cfde03,1
1546,2,2,0,0,2f43f77685,1
1547,2,2,0,0,bae114bf8f,1
1548,2,2,0,0,bf138fd370,1
1549,2,2,0,0,48765eb619,1
1550,2,2,0,0,da345a0250,1
1551,2,2,0,0,02ab10f227,1
1552,2,2,0,0,cbc3c7576e,1
1553,2,2,0,0,bdbe007277,1
1554,2,2,0,0,3761f3fc59,1
1556,2,2,0,0,17c14bb049,1
1557,2,2,0,0,b1d3c240e5,1
1558,2,2,0,0,7f8b4d1dc3,1
1559,2,2,0,0,a572dc978d,1
1561,2,2,0,0,827b1b4831,1
1562,2,2,0,0,ea8ce7ad62,1
1563,2,2,0,0,03d111255b,1
1564,2,2,0,0,519dbbff77,1
1565,2,2,0,0,9383901c1e,1
1566,2,2,0,0,011a138c4b,1
1568,2,2,0,0,4c3eb71a23,1
1569,2,2,0,0,d6edc19081,1
1570,2,2,0,0,f22e0edc6f,1
1573,2,2,0,0,28b83a2b27,1
1574,2,2,0,0,d0786d0761,1
1575,2,2,0,0,6682a4cd4f,1
1576,2,2,0,0,8f53517a11,1
1578,2,2,0,0,bbe115f0cf,1
1580,2,2,0,0,232bcb7621,1
1581,2,2,0,0,eaf23edc54,1
1582,2,2,0,0,735028cf50,1
1583,2,2,0,0,28b7a68d6b,1
1584,2,2,0,0,f7a7c32688,1
1585,2,2,0,0,c7b8326320,1
1586,2,2,0,0,bafb8f1a77,1
1587,2,2,0,0,e2aeecffc3,1
1588,2,2,0,0,867ab40238,1
1589,2,2,0,0,02ee3ffb80,1
1590,2,2,0,0,e5a17e3bd0,1
1591,2,2,0,0,6968c7444e,1
1593,2,2,0,0,5c38ef6b78,1
1594,2,2,0,0,e1b0cd8c9a,1
1595,2,2,0,0,b5513047c3,1
1596,2,2,0,0,a06b4b1d7e,1
1597,2,2,0,0,b1d1b13d76,1
1598,2,2,0,0,21913cd4f5,1
1600,2,2,0,0,e78a305ef8,1
1601,2,2,0,0,14afed3149,1
1602,2,2,0,0,d8d9e34bae,1
1603,2,2,0,0,813d5a95c8,1
1604,2,2,0,0,58698594df,1
1606,2,2,0,0,921ca84d2e,1
1607,2,2,0,0,987b44c502,1
1608,2,2,0,0,1e0cddf0b4,1
1609,2,2,0,0,314b90463e,1
1610,2,2,0,0,166f8e1a41,1
1611,2,2,0,0,a9546985dd,1
1613,2,2,0,0,2b342eefb5,1
1617,2,2,0,0,9c6c461c81,1
1619,2,2,0,0,bf68d45928,1
1621,2,2,0,0,2abd7e3601,1
1622,2,2,0,0,e1da61654b,1
1623,2,2,0,0,2be6a907b8,1
1625,2,2,0,0,6ded80e3d7,1
1626,2,2,0,0,5dc2562634,1
1627,2,2,0,0,6a2ff099e4,1
1628,2,2,0,0,eccfd9ad81,1
1630,2,2,0,0,0b23843497,1
1631,2,2,0,0,0b991b33d0,1
1632,2,2,0,0,7ef4ce7163,1
1634,2,2,0,0,f1d5f4c83a,1
1635,2,2,0,0,2da83a78ee,1
1636,2,2,0,0,c815ce3c2b,1
1637,2,2,0,0,e2224d1058,1
1638,2,2,0,0,d1fcc6e1ff,1
1639,2,2,0,0,85abd7c703,1
1640,2,2,0,0,0324f1fe4f,1
1641,2,2,0,0,a39b0c1109,1
1642,2,2,0,0,30d12ebd1d,1
1643,2,2,0,0,ec638e0a28,1
1644,2,2,0,0,bd20e9a3af,1
1646,2,2,0,0,7abcf1cf14,1
1647,2,2,0,0,17e1da59d3,1
1648,2,2,0,0,120c70deb1,1
1649,2,2,0,0,4345874ca2,1
1650,2,2,0,0,5e427b4fc7,1
1651,2,2,0,0,e82be3ed60,1
1653,2,2,0,0,68ce570836,1
1654,2,2,0,0,892bad3b43,1
1656,2,2,0,0,5c22e8e52d,1
1657,2,2,0,0,2cab5b1911,1
1658,2,2,0,0,01d758dd9d,1
1659,2,2,0,0,41d28681d0,1
1660,2,2,0,0,98b5a49826,1
1661,2,2,0,0,108a4287b4,1
1663,2,2,0,0,c677f86a16,1
1664,2,2,0,0,f138c9d53c,1
1665,2,2,0,0,10f564d4e4,1
1666,2,2,0,0,638acde587,1
160,2,1,0,1,84a1ccb6cb,1
20,2,2,0,0,9efbb709f6,1
53,2,2,0,0,bef7557372,1
52,2,2,0,0,60da8b44fb,1
214,2,2,0,0,81dd251427,1
95,2,2,0,0,e4febc8aa2,1
